fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,approved
9.5,0.65,0.32,2.0,0.108,1.0,0.9964,3.38,0.59,9.1,0
8.5,0.68,0.03,4.4,0.153,14.5,0.9991,3.25,0.41,8.1,0
7.9,0.45,0.27,2.9,0.1,5.0,0.9945,3.21,0.71,11.1,0
8.0,0.14,0.16,2.1,0.055,25.6,0.9965,3.35,0.81,8.8,1
7.5,0.57,0.11,1.5,0.071,13.3,0.9964,3.26,0.67,12.3,1
11.8,0.25,0.71,4.2,0.172,26.1,0.9962,3.26,0.62,10.4,0
9.2,0.38,0.57,1.4,0.14,42.2,0.9949,3.54,0.4,10.1,0
9.6,0.78,0.03,1.8,0.057,14.5,0.9972,3.5,0.72,10.4,0
9.2,0.45,0.74,7.3,0.051,17.6,0.9959,3.12,0.8,10.7,0
8.8,0.4,0.72,2.8,0.106,19.7,0.9954,3.45,0.64,11.4,1
7.6,0.51,0.76,5.8,0.108,12.9,0.9957,3.42,0.56,10.3,0
7.1,0.69,0.66,4.6,0.153,17.1,0.9955,3.34,0.5,10.6,1
7.6,0.49,0.06,2.2,0.077,12.2,0.9948,3.47,0.86,11.0,0
9.4,0.79,0.5,1.6,0.017,30.2,0.9951,3.54,0.98,10.6,1
7.6,0.36,0.07,1.3,0.074,13.6,0.9937,3.43,0.65,8.7,0
10.5,0.34,0.57,9.1,0.064,2.8,1.0002,3.26,0.65,9.9,1
11.2,0.61,0.16,2.0,0.01,3.7,0.9971,3.25,0.7,11.6,1
5.4,0.4,0.75,3.8,0.074,7.1,0.9965,3.23,0.81,12.3,1
11.0,0.62,0.75,4.3,0.132,11.2,0.9987,3.37,0.8,12.2,0
6.4,0.94,0.48,1.6,0.122,25.1,0.9972,3.5,0.89,11.0,0
7.9,0.3,0.6,4.0,0.072,24.4,0.9979,3.12,0.69,9.9,0
8.6,0.59,0.69,1.0,0.067,25.3,0.997,3.45,1.04,11.9,1
4.8,0.7,0.31,2.4,0.063,16.1,1.0002,3.52,0.77,10.0,1
7.1,0.41,0.46,2.1,0.062,26.3,1.0019,3.07,0.65,9.9,0
8.6,0.53,0.14,7.8,0.125,13.3,1.0004,3.25,0.87,10.9,1
6.2,0.12,0.79,11.7,0.151,1.0,0.9905,3.13,1.09,8.0,1
6.2,0.53,0.74,1.8,0.122,25.9,0.9955,3.37,0.56,10.4,0
11.5,0.35,0.39,3.4,0.053,8.7,0.9956,3.18,0.61,10.5,0
8.5,0.35,0.44,4.4,0.049,13.6,0.9994,3.16,0.7,10.2,0
10.0,0.49,0.35,1.5,0.156,12.1,0.9959,3.5,0.53,10.2,1
11.6,0.45,0.0,3.9,0.091,21.4,0.9961,3.17,0.83,12.0,1
9.7,0.31,0.18,1.7,0.053,17.6,0.9957,3.35,0.6,8.6,1
7.4,0.81,0.08,1.5,0.091,13.5,0.9961,3.3,0.58,10.9,0
7.3,0.56,0.26,5.8,0.024,32.7,0.9967,3.23,0.75,11.1,0
9.2,0.6,0.19,2.7,0.032,14.9,0.9978,3.29,0.96,12.2,1
9.5,0.43,0.61,1.9,0.058,13.4,0.9965,3.28,0.47,10.8,1
8.8,0.52,0.4,2.3,0.129,24.4,0.9964,3.47,0.46,11.0,0
9.6,0.15,0.65,2.3,0.074,28.2,0.9957,3.46,0.68,10.4,1
8.1,0.33,0.51,4.7,0.12,25.3,0.9972,3.37,0.41,10.7,1
8.3,0.8,0.52,6.4,0.095,9.6,0.993,3.53,0.55,10.4,0
7.6,0.64,0.7,2.6,0.022,19.8,0.9932,3.41,0.63,9.1,0
6.8,0.44,0.68,2.0,0.161,16.8,0.9947,3.2,0.83,10.7,0
6.8,0.6,0.05,4.2,0.03,13.9,0.9979,3.22,0.43,10.7,0
7.7,0.22,0.46,6.9,0.059,6.1,0.9934,3.62,0.62,9.8,0
9.6,0.46,0.33,1.3,0.065,18.2,0.9986,3.43,0.54,10.7,1
8.4,0.53,0.48,5.0,0.124,27.3,0.9969,3.34,0.5,11.8,0
7.6,0.67,0.69,3.0,0.058,33.0,0.9945,3.34,0.69,10.1,0
7.9,0.38,0.01,6.1,0.046,28.0,0.9977,3.32,0.74,12.3,1
5.2,0.54,0.01,2.8,0.127,11.2,0.9948,3.66,0.64,12.0,1
7.4,0.49,0.05,6.0,0.074,6.1,0.9967,3.19,0.73,9.6,1
9.6,0.6,0.7,3.0,0.117,1.0,0.9957,3.44,0.47,9.8,0
6.3,0.57,0.28,1.4,0.2,27.0,0.9987,3.49,0.74,10.2,1
5.6,0.52,0.3,1.0,0.066,24.5,0.9983,3.21,0.76,9.0,0
6.2,0.59,0.28,3.4,0.108,10.1,0.9987,3.2,0.77,9.4,1
7.5,0.42,0.18,3.2,0.03,7.9,0.9992,3.09,0.3,8.0,0
8.2,0.44,0.03,1.6,0.06,29.2,0.9982,3.16,0.78,11.1,0
8.7,0.25,0.73,5.8,0.101,26.1,0.9973,3.43,0.74,11.2,1
9.5,0.66,0.19,6.1,0.154,29.5,0.993,3.29,0.87,8.7,0
7.9,0.51,0.72,5.1,0.014,21.8,0.9968,3.41,0.46,8.7,0
9.5,0.34,0.76,7.9,0.105,22.7,0.9926,3.43,0.72,10.3,1
6.3,0.39,0.46,2.8,0.033,1.0,0.9942,3.31,0.6,10.5,1
10.3,0.83,0.3,4.0,0.073,12.0,0.9982,3.17,0.37,11.8,1
8.9,0.48,0.61,6.9,0.06,37.1,0.9943,3.4,0.68,9.7,1
4.9,0.61,0.02,2.5,0.051,9.9,0.9976,2.94,0.35,9.7,1
8.5,0.44,0.74,3.4,0.095,18.2,0.9963,3.49,0.61,10.5,0
12.2,0.32,0.33,2.8,0.04,32.3,0.9963,2.98,0.63,11.7,1
11.8,0.54,0.25,11.2,0.01,25.1,0.996,3.12,0.55,12.1,0
8.3,0.73,0.1,2.4,0.066,5.8,0.9977,3.25,0.7,9.4,1
9.3,0.8,0.76,2.0,0.049,3.6,0.9961,3.14,0.42,11.6,1
6.4,0.78,0.65,3.5,0.066,32.8,0.9958,3.03,0.51,9.4,1
6.1,0.65,0.58,1.8,0.049,23.7,0.9975,3.33,0.95,8.4,0
8.0,0.63,0.74,5.9,0.11,19.6,0.9965,3.24,0.56,10.6,1
7.5,0.37,0.77,6.6,0.114,21.2,0.9944,3.23,0.57,11.8,1
8.6,0.54,0.21,2.1,0.026,12.0,0.9965,3.27,0.52,10.2,0
9.4,0.71,0.63,2.1,0.142,6.5,0.9941,3.11,0.83,11.6,1
9.3,0.79,0.61,1.2,0.118,20.5,0.9967,3.41,0.73,9.5,0
10.0,0.52,0.45,1.7,0.065,9.6,0.9991,3.17,0.48,10.6,0
9.2,0.46,0.12,1.2,0.08,9.7,0.9948,3.38,0.7,11.4,1
10.2,0.36,0.75,4.5,0.131,12.1,0.9984,3.28,0.84,10.8,1
10.0,0.53,0.25,1.5,0.065,24.1,0.9979,3.28,0.76,10.2,1
8.0,0.74,0.46,1.2,0.121,8.5,0.9936,3.25,0.81,9.8,0
4.8,0.44,0.02,1.4,0.101,7.6,0.9969,3.44,0.94,10.1,1
6.2,0.65,0.34,2.2,0.126,5.9,0.999,3.48,0.44,11.6,0
9.3,0.74,0.49,2.4,0.114,14.3,0.9955,3.46,0.74,10.3,0
8.6,0.46,0.3,6.7,0.058,26.5,0.9954,3.28,0.53,8.6,0
11.8,0.5,0.38,1.8,0.094,14.4,0.995,3.31,0.52,10.7,0
5.6,0.76,0.15,4.2,0.126,15.9,0.9972,3.19,0.69,10.4,0
9.8,0.6,0.28,6.6,0.122,17.9,0.9935,3.23,0.48,10.8,0
8.3,0.82,0.58,5.9,0.117,12.4,0.9943,3.13,0.63,10.3,0
6.9,0.54,0.78,1.6,0.076,6.3,0.995,3.22,0.88,10.3,0
11.3,0.74,0.38,1.8,0.155,11.4,0.9929,3.35,0.8,11.3,0
6.4,0.33,0.55,1.1,0.103,9.9,0.9934,3.3,0.43,12.9,1
8.9,0.67,0.78,2.7,0.165,15.0,0.9949,3.23,0.39,10.2,0
10.4,0.46,0.62,2.3,0.032,11.2,0.996,3.45,0.62,11.5,1
6.9,0.3,0.01,3.0,0.073,18.3,0.9993,3.16,0.55,8.9,0
5.2,0.45,0.75,2.5,0.079,14.7,0.9988,3.31,0.76,10.3,0
9.3,0.51,0.69,4.3,0.126,9.4,0.9976,3.67,0.48,10.1,1
10.2,0.64,0.22,3.8,0.05,31.2,1.001,3.54,0.7,9.1,0
7.4,0.51,0.15,2.4,0.05,20.9,0.9966,3.23,0.73,11.0,0
5.6,0.19,0.72,1.1,0.132,13.7,0.9983,3.49,0.64,11.5,1
8.7,0.47,0.55,2.1,0.08,10.2,0.9959,3.22,0.67,11.0,1
7.8,0.53,0.19,2.0,0.114,25.5,0.998,3.37,0.99,10.5,0
5.1,0.65,0.57,1.2,0.048,6.8,0.9954,3.58,0.63,9.9,1
9.3,0.7,0.48,1.9,0.12,30.6,0.9929,3.26,0.8,11.9,1
7.1,0.4,0.25,11.9,0.127,1.0,0.9961,3.43,0.47,10.8,0
9.3,0.4,0.45,5.3,0.147,45.0,0.9993,3.29,0.56,9.9,0
12.2,0.39,0.42,5.0,0.04,11.5,0.9932,3.23,0.52,12.4,1
8.2,0.36,0.41,5.6,0.031,2.3,0.9947,3.41,0.82,8.0,0
8.4,0.24,0.41,6.0,0.083,8.9,0.9972,3.39,0.74,10.5,1
8.5,0.62,0.0,2.0,0.144,12.6,0.9979,3.11,0.8,10.7,0
8.1,1.0,0.21,2.0,0.045,10.0,0.9986,3.26,0.65,12.7,0
6.3,0.69,0.34,2.0,0.036,19.6,0.9987,3.13,0.39,10.2,0
8.8,0.71,0.1,5.3,0.064,18.9,0.9967,3.06,0.74,9.8,1
7.3,0.61,0.6,5.0,0.096,49.2,0.9942,3.29,0.71,10.9,0
7.5,0.29,0.68,1.0,0.092,16.8,0.9986,3.36,0.85,8.0,0
7.1,0.47,0.65,8.4,0.045,2.0,0.995,3.46,0.76,8.4,0
9.1,0.66,0.37,1.8,0.053,14.1,0.9948,3.08,0.69,8.3,0
7.0,0.3,0.55,3.5,0.083,17.3,0.9999,3.14,0.73,10.2,1
8.9,0.44,0.06,3.6,0.052,10.5,0.9961,3.53,0.81,10.8,0
9.1,0.29,0.16,1.3,0.037,22.6,0.9972,3.2,0.8,11.8,1
8.4,0.44,0.04,4.0,0.112,24.0,0.9986,3.1,0.59,10.9,1
5.9,0.89,0.77,2.9,0.06,9.2,0.9969,3.57,0.42,10.0,0
7.3,0.82,0.46,3.4,0.064,12.2,0.9969,3.29,0.78,10.4,1
8.2,0.56,0.14,2.5,0.071,1.0,0.9999,3.24,0.66,11.0,0
6.1,0.81,0.57,5.1,0.101,6.8,0.9948,3.21,0.62,11.1,1
8.8,0.65,0.39,3.5,0.09,13.1,0.997,3.17,0.84,9.9,0
10.7,0.48,0.35,1.5,0.061,17.4,0.9975,3.29,0.62,11.2,1
9.2,0.31,0.73,4.5,0.08,14.5,0.9923,3.36,0.73,10.2,1
6.2,0.47,0.57,2.7,0.077,7.1,0.9953,3.38,0.89,9.6,0
12.4,0.48,0.55,1.1,0.155,27.5,0.9942,3.04,0.74,10.3,1
7.4,0.46,0.08,2.3,0.086,26.5,0.9985,3.54,0.54,11.6,0
8.7,0.51,0.07,2.3,0.049,27.5,0.9969,3.29,0.6,9.4,0
7.1,0.34,0.53,5.0,0.012,32.2,0.9964,3.36,0.67,9.6,1
8.7,0.3,0.13,1.7,0.131,5.6,0.9962,3.43,0.77,10.5,1
10.6,0.29,0.36,2.5,0.083,20.4,0.9989,3.25,0.75,11.5,1
6.5,0.61,0.46,1.1,0.102,25.5,0.9965,3.38,0.56,9.8,0
7.5,0.36,0.31,6.3,0.124,39.7,0.9973,3.33,0.75,11.5,1
8.6,0.57,0.07,2.5,0.052,31.6,0.9951,3.27,1.24,11.4,1
5.4,0.54,0.59,5.9,0.05,13.2,0.9985,3.32,0.71,10.7,1
9.7,0.59,0.71,3.8,0.09,1.0,0.9988,3.23,0.57,11.7,1
7.1,0.47,0.13,2.0,0.196,3.2,0.9934,3.19,0.87,9.8,0
8.4,0.33,0.68,4.1,0.053,23.0,0.9957,3.33,0.54,12.1,1
6.4,0.84,0.63,2.6,0.062,16.6,0.9947,3.33,0.9,12.0,0
6.4,0.4,0.45,2.0,0.126,8.6,0.9971,3.35,0.63,12.0,1
8.3,0.88,0.48,3.8,0.115,1.0,0.997,3.52,0.76,11.1,0
10.9,0.29,0.52,4.7,0.064,25.2,0.9979,3.36,0.56,9.0,1
6.7,0.35,0.42,3.9,0.012,3.8,0.9953,3.26,0.74,11.1,1
9.9,0.21,0.68,2.6,0.075,30.8,0.9965,3.34,0.72,12.0,0
10.5,0.54,0.38,1.8,0.172,5.4,0.9959,3.65,0.83,8.0,1
10.0,0.65,0.44,5.2,0.066,11.2,0.9939,3.14,0.6,10.9,1
8.0,0.26,0.03,2.1,0.125,8.9,0.9944,3.57,0.88,10.9,0
8.7,0.54,0.14,3.4,0.035,22.6,0.9928,3.37,0.74,9.7,0
10.9,0.46,0.72,1.3,0.126,8.9,0.9992,3.32,0.3,8.3,0
9.9,0.16,0.1,4.4,0.129,13.7,0.9942,3.27,0.71,9.9,0
8.3,0.51,0.72,8.6,0.088,12.2,0.9959,3.25,0.3,11.0,1
6.3,0.7,0.51,2.5,0.145,6.7,0.9998,3.06,0.43,9.7,0
11.4,0.79,0.74,3.0,0.082,16.1,0.9956,3.34,0.61,12.1,0
8.5,0.23,0.65,6.7,0.18,18.7,0.9984,3.44,0.36,10.4,0
7.4,0.71,0.69,5.0,0.081,23.3,0.9959,3.29,0.53,10.5,1
9.2,0.67,0.42,9.2,0.071,22.3,0.9973,3.24,0.64,10.1,0
4.7,0.46,0.66,1.8,0.103,23.4,0.9962,3.2,0.64,10.1,0
9.5,0.22,0.37,2.6,0.031,1.0,0.9942,3.32,0.5,10.1,0
9.3,0.59,0.04,2.5,0.098,15.7,1.0005,3.4,0.68,10.4,1
8.9,0.22,0.52,2.6,0.049,6.5,0.9987,3.46,0.89,10.1,0
9.9,0.59,0.58,7.1,0.133,16.0,0.9963,3.03,0.64,9.8,0
8.8,0.42,0.08,1.6,0.129,17.4,0.9948,3.24,0.57,11.1,1
9.3,0.38,0.65,6.6,0.051,18.1,0.995,3.42,0.72,10.3,0
9.5,0.58,0.06,3.1,0.066,1.0,0.9961,3.13,0.48,11.5,0
10.1,0.94,0.35,2.9,0.133,41.0,0.9948,3.28,0.84,10.5,0
7.7,0.79,0.39,2.3,0.179,40.1,0.9966,3.42,0.86,9.5,0
9.0,0.53,0.03,2.9,0.088,9.4,0.9992,3.3,0.99,9.1,0
7.5,0.58,0.05,5.1,0.126,4.2,0.9956,3.32,0.74,10.4,0
8.8,0.51,0.36,2.7,0.122,45.7,0.9994,3.14,0.48,11.5,1
8.3,0.48,0.25,4.7,0.123,27.5,0.9945,3.23,0.83,12.1,1
6.8,0.82,0.65,2.3,0.01,23.8,0.9988,3.35,0.39,12.4,1
9.3,0.58,0.33,1.5,0.044,3.0,0.9989,3.43,0.87,11.6,1
5.3,0.62,0.08,2.3,0.156,32.8,0.9988,3.26,0.68,12.3,0
6.4,0.6,0.13,4.2,0.05,6.8,0.9976,3.49,0.58,9.5,0
9.5,0.52,0.54,5.8,0.077,14.0,0.9965,3.31,0.59,10.9,1
7.2,0.34,0.76,4.7,0.18,30.4,0.9986,3.31,0.63,9.6,1
9.2,0.37,0.7,2.2,0.064,11.6,0.997,3.52,0.85,10.9,1
12.2,0.59,0.1,3.2,0.093,18.3,0.9969,3.0,0.35,11.5,0
4.8,0.64,0.01,2.1,0.107,28.2,0.9948,2.94,0.73,9.9,1
8.8,0.31,0.02,4.0,0.142,3.2,0.9948,3.44,0.8,10.8,0
11.4,0.41,0.44,2.4,0.116,28.1,0.9977,3.27,0.48,10.5,0
8.7,0.43,0.39,4.6,0.063,32.8,0.996,3.38,0.96,10.7,0
8.3,0.36,0.01,1.0,0.088,15.2,0.9982,3.31,0.87,10.2,0
7.6,0.16,0.05,2.0,0.076,28.8,0.9986,3.38,0.54,8.9,1
7.0,0.29,0.8,6.3,0.13,7.8,0.994,3.41,0.7,12.0,1
4.8,0.52,0.77,2.0,0.085,1.0,0.9953,3.47,0.5,10.9,0
7.5,0.63,0.1,2.3,0.097,1.0,0.9951,3.37,0.59,11.1,1
8.4,0.41,0.13,4.9,0.065,21.3,0.9997,3.48,0.4,11.9,0
8.6,0.61,0.72,1.2,0.181,20.7,0.9964,3.23,0.67,11.5,0
9.9,0.55,0.41,1.9,0.048,9.8,0.9974,3.38,0.45,8.7,0
9.8,0.66,0.77,4.7,0.187,28.2,0.9951,3.1,0.49,11.7,1
8.7,0.83,0.42,8.9,0.079,9.1,0.9968,3.21,0.73,10.7,0
8.9,0.37,0.46,4.8,0.13,2.9,0.9956,3.41,0.71,10.6,1
8.2,0.44,0.18,1.5,0.093,5.9,0.9931,3.43,0.51,11.0,1
7.0,0.31,0.7,5.5,0.031,30.7,0.9955,3.28,0.41,10.8,1
9.9,0.8,0.66,2.6,0.064,24.7,0.9972,3.49,0.76,9.6,1
8.0,0.45,0.27,4.8,0.14,14.1,1.0035,3.06,0.78,9.0,0
8.8,0.57,0.49,1.7,0.038,13.1,0.9941,3.46,0.83,8.0,0
12.7,0.65,0.27,2.0,0.01,9.9,0.9965,3.28,0.84,11.4,0
9.9,0.79,0.37,6.8,0.01,1.0,0.9972,3.03,0.72,12.8,1
8.0,0.26,0.68,7.0,0.087,1.0,0.9984,3.16,0.63,9.8,1
5.7,0.7,0.33,1.8,0.041,14.4,0.996,3.24,0.56,11.6,0
10.2,0.18,0.67,1.2,0.09,22.1,0.9956,3.15,0.76,9.4,0
4.0,0.32,0.77,7.6,0.115,12.5,0.9982,3.16,0.5,9.8,1
7.6,0.49,0.33,1.9,0.117,1.0,0.9981,3.39,0.74,11.8,0
5.1,0.53,0.7,1.3,0.105,33.0,0.9984,3.23,0.37,9.6,1
7.5,0.8,0.24,2.1,0.182,1.5,0.9981,2.98,0.77,10.0,0
7.4,0.54,0.0,1.8,0.161,16.1,0.9935,3.35,0.7,10.0,0
8.6,0.52,0.07,1.2,0.042,17.6,0.9982,3.22,0.51,10.1,0
7.9,0.56,0.59,11.3,0.116,40.5,0.997,3.51,0.65,11.6,0
9.9,0.74,0.08,1.9,0.114,6.0,0.9922,3.2,0.64,9.1,0
9.4,0.4,0.75,1.8,0.035,16.4,0.9979,3.05,0.95,10.0,1
9.7,0.23,0.69,2.4,0.061,17.8,0.9958,3.27,0.62,9.5,1
5.9,0.55,0.41,2.3,0.011,4.0,0.9987,3.15,0.71,8.2,0
8.1,0.55,0.47,2.4,0.061,19.1,0.9962,3.16,0.75,10.8,1
9.4,0.5,0.56,6.9,0.117,11.3,0.9979,3.26,0.61,10.2,0
8.4,0.83,0.59,1.2,0.137,12.6,0.9977,3.29,0.92,8.0,0
7.3,0.68,0.39,8.1,0.191,8.3,0.9946,3.26,0.68,11.0,0
7.0,0.19,0.25,3.7,0.124,28.3,0.9994,3.28,0.3,10.9,0
11.4,0.44,0.73,4.0,0.106,14.6,0.9951,3.4,0.67,9.9,0
9.1,0.62,0.04,1.4,0.173,7.5,0.9949,3.28,1.03,9.1,0
4.7,0.61,0.28,2.0,0.16,1.0,0.9987,3.35,0.58,10.4,0
6.2,0.73,0.53,1.1,0.061,35.7,0.9971,3.43,0.73,13.4,0
4.7,0.8,0.71,3.6,0.081,16.7,1.0011,3.22,0.55,10.1,0
5.9,0.6,0.06,2.0,0.12,29.4,0.9945,3.31,0.63,9.7,0
6.3,0.64,0.53,3.0,0.023,28.9,0.998,3.32,0.86,9.9,0
10.4,0.28,0.39,4.5,0.105,19.8,0.9976,3.1,0.79,8.8,0
9.2,0.41,0.55,3.0,0.108,25.5,0.9992,2.99,0.72,11.8,1
6.9,0.43,0.25,1.2,0.122,29.2,0.9996,3.32,0.68,9.2,0
7.0,0.27,0.57,1.2,0.128,5.0,0.9982,3.15,0.64,8.8,1
7.3,0.67,0.14,6.0,0.071,25.3,0.9978,3.55,0.7,9.8,0
6.8,0.55,0.62,1.8,0.108,18.9,0.9967,3.42,0.85,12.0,1
7.8,0.86,0.6,2.1,0.068,6.6,0.9967,3.16,0.66,11.2,0
6.9,0.65,0.76,1.6,0.132,24.9,0.9985,3.04,0.71,10.1,0
7.9,0.59,0.14,4.0,0.097,5.8,0.9979,3.12,0.47,9.9,0
6.1,0.81,0.58,2.2,0.133,21.7,0.9979,3.33,0.52,9.7,0
8.2,0.4,0.26,2.5,0.01,18.9,0.9966,3.26,0.9,9.7,0
8.7,0.2,0.23,3.8,0.026,9.1,0.994,3.42,0.8,10.1,1
6.5,0.7,0.32,3.4,0.102,35.7,0.9954,3.15,0.75,11.5,1
7.1,0.6,0.23,4.7,0.028,25.0,0.9956,3.38,0.85,9.5,0
8.0,0.51,0.2,4.5,0.135,7.5,0.9972,3.36,0.71,12.6,1
9.8,0.44,0.61,2.4,0.135,29.1,0.9989,3.5,0.71,11.6,1
10.2,0.4,0.56,1.5,0.109,12.2,0.9965,3.34,0.6,12.8,0
8.1,0.53,0.09,1.6,0.072,11.7,0.995,3.18,0.7,8.6,0
8.8,0.57,0.45,4.1,0.071,26.0,0.9931,3.51,0.48,9.9,1
8.1,0.66,0.26,1.8,0.129,22.8,0.9958,3.27,0.51,10.8,0
10.4,0.27,0.78,2.5,0.116,13.3,0.9948,3.25,0.52,10.5,1
11.1,0.73,0.34,1.3,0.047,32.4,0.9984,3.33,0.94,11.3,0
9.7,0.49,0.03,1.3,0.107,7.7,0.9981,3.49,0.66,11.0,1
9.0,0.54,0.27,1.7,0.157,30.8,0.9952,3.47,0.72,9.2,1
9.1,0.4,0.25,1.2,0.114,8.0,0.9974,3.4,0.56,9.6,0
8.5,0.61,0.0,1.8,0.07,19.8,0.9969,3.44,0.63,10.3,0
7.0,0.86,0.39,3.1,0.077,12.2,0.9947,3.37,0.58,8.7,0
7.4,0.67,0.72,4.4,0.069,24.3,0.9975,3.17,0.45,10.0,0
8.7,0.45,0.64,1.1,0.066,1.0,0.9969,3.45,0.52,10.9,1
7.4,0.21,0.55,3.3,0.03,5.0,0.9984,2.94,0.39,11.8,1
6.0,0.42,0.27,2.1,0.092,21.9,0.9965,3.31,0.69,10.7,0
8.0,0.43,0.19,1.6,0.014,25.2,0.9996,3.32,0.82,8.0,0
5.6,0.6,0.27,1.1,0.124,9.2,0.9955,3.64,0.6,10.4,0
11.5,0.41,0.1,2.0,0.072,27.2,0.9939,3.16,0.74,11.6,1
7.3,0.39,0.08,4.9,0.149,8.6,0.9971,3.46,0.61,8.6,1
8.3,0.47,0.46,2.9,0.04,21.4,0.9991,3.34,0.81,10.2,1
10.3,0.52,0.65,4.7,0.081,14.4,0.9945,3.26,0.64,11.6,1
12.5,0.47,0.08,2.3,0.092,1.0,0.9962,3.03,0.91,10.3,0
8.0,0.46,0.27,5.6,0.033,34.4,0.9979,3.34,0.59,10.1,1
6.9,0.29,0.1,1.4,0.11,10.0,0.9923,3.34,0.94,11.9,1
9.4,0.61,0.25,5.3,0.033,8.2,1.0011,3.27,0.43,10.3,0
8.2,0.34,0.66,2.6,0.107,11.9,0.9973,3.56,0.68,10.3,1
8.1,0.69,0.03,4.4,0.157,11.4,0.9959,3.48,0.56,10.2,0
8.6,0.73,0.52,1.7,0.115,18.1,0.9984,3.28,0.74,11.7,0
9.0,0.31,0.05,2.7,0.066,10.9,0.9968,3.48,0.45,10.4,1
11.7,0.84,0.34,4.3,0.142,10.4,0.9957,3.51,0.49,10.2,1
6.0,0.73,0.38,2.7,0.196,21.0,0.9983,3.21,0.54,10.1,0
11.6,0.56,0.32,2.5,0.099,16.0,0.9975,3.16,0.53,8.2,0
7.9,0.35,0.51,5.2,0.056,20.8,0.9929,3.13,0.61,10.9,1
9.8,0.1,0.78,1.4,0.091,12.9,0.996,3.46,0.36,10.4,0
8.6,0.53,0.21,2.6,0.03,19.1,0.9956,3.26,0.73,10.6,1
8.3,0.55,0.49,5.3,0.14,1.0,0.996,3.2,0.78,9.5,0
8.6,0.69,0.28,5.7,0.101,27.4,0.9973,3.45,0.31,9.1,1
7.0,0.18,0.8,1.3,0.062,11.6,0.9923,3.26,0.82,9.7,1
11.0,0.71,0.76,5.7,0.111,13.6,0.9986,3.15,0.48,8.3,0
9.3,0.73,0.07,1.0,0.064,21.7,0.9956,3.53,0.57,9.7,0
9.0,0.61,0.78,5.8,0.078,18.5,0.9982,3.47,0.66,13.3,1
7.8,0.29,0.59,1.8,0.087,22.6,0.9956,3.21,0.59,11.0,1
5.9,0.49,0.79,3.2,0.172,30.3,0.9961,3.2,0.49,10.6,1
9.5,0.32,0.62,1.0,0.034,13.3,1.0005,3.28,0.54,9.2,0
9.6,0.29,0.1,4.3,0.124,15.5,0.9946,3.41,0.64,9.4,0
9.3,0.32,0.6,2.4,0.054,44.1,0.9957,3.48,0.6,10.1,0
8.5,0.57,0.58,5.7,0.17,10.9,0.9954,3.15,0.56,8.0,0
7.9,0.38,0.13,3.0,0.044,8.8,0.9999,3.07,0.58,10.6,0
10.4,0.49,0.6,5.5,0.045,24.2,0.9941,3.28,0.75,9.8,0
9.1,0.65,0.54,3.4,0.123,25.7,0.9984,3.15,0.65,13.4,1
8.8,0.53,0.8,4.4,0.087,24.8,0.9935,3.27,0.4,12.0,1
5.8,0.46,0.49,4.4,0.125,9.0,0.9942,3.22,0.67,11.1,0
5.2,0.5,0.33,1.7,0.144,14.4,0.9951,3.07,0.83,9.9,0
12.3,0.82,0.76,3.2,0.096,15.9,0.996,3.56,0.69,12.2,1
9.7,0.76,0.5,6.2,0.135,12.8,0.9987,3.33,0.9,9.2,1
10.5,0.1,0.28,6.3,0.01,17.6,0.9962,3.44,0.38,11.2,1
5.5,0.44,0.02,2.2,0.104,12.6,0.9977,2.98,0.59,9.8,0
10.0,0.53,0.61,2.0,0.078,31.9,0.9954,3.2,0.98,10.9,1
7.8,0.9,0.1,3.7,0.158,5.5,0.9968,3.21,0.74,10.2,0
8.5,0.5,0.74,4.8,0.01,34.2,0.9988,3.46,0.43,9.1,1
9.2,0.46,0.77,1.1,0.053,2.8,0.998,3.57,0.74,10.2,1
8.6,0.49,0.19,1.2,0.025,36.7,0.9978,3.13,0.62,11.6,1
8.6,0.51,0.09,4.8,0.097,25.6,0.993,3.33,0.8,12.7,0
6.8,0.57,0.48,2.4,0.099,8.6,0.9955,3.5,0.62,11.8,0
9.3,0.6,0.17,3.8,0.089,15.9,0.997,3.21,0.82,10.1,0
6.8,0.5,0.43,5.3,0.125,23.3,0.9963,3.19,0.63,9.2,1
6.9,0.86,0.33,4.5,0.139,23.4,0.9957,3.39,0.71,10.1,0
8.5,0.54,0.63,5.1,0.104,14.6,0.995,3.07,0.89,13.1,0
6.2,0.74,0.8,2.8,0.024,5.3,0.9987,3.0,0.69,9.0,1
10.3,0.54,0.37,1.4,0.061,27.0,0.9974,2.84,0.46,10.4,0
10.3,0.45,0.55,2.6,0.119,18.8,0.9984,3.41,0.49,9.3,0
7.6,0.61,0.27,9.3,0.099,30.7,1.0014,3.52,0.87,8.0,0
7.9,0.1,0.69,1.9,0.057,14.7,0.993,3.31,0.3,12.7,1
8.4,0.5,0.03,2.4,0.136,18.0,0.9972,3.46,0.53,10.5,0
5.0,0.1,0.39,4.6,0.115,30.8,0.9962,2.99,1.15,11.0,1
5.8,0.31,0.14,1.2,0.135,18.4,0.9991,3.4,0.6,10.5,0
9.5,0.39,0.14,4.5,0.105,2.3,0.9987,3.33,0.72,11.3,1
9.0,0.53,0.43,1.8,0.053,1.0,0.9964,3.18,0.53,11.5,0
